Run Number,Run Start Time,Run End Time,Jitter.py Run Duration (s),"Unity,exe Run Duration (s)",Server Restart Duration (s),Total Script Run Duration (s),Unity.exe Stop Duration (s),Buffer Size,Jitter Magnitude
10,'2025-01-22 03:00:52,'2025-01-22 03:02:13,3.28,60,15.583594799041748,806.1942660808563,1.1,1,0
11,'2025-01-22 03:02:13,'2025-01-22 03:03:34,3.3,60,15.670897245407104,886.870099067688,1.11,1,0
12,'2025-01-22 03:03:34,'2025-01-22 03:04:54,3.27,60,15.689471244812012,967.5201125144958,1.1,1,0
13,'2025-01-22 03:04:54,'2025-01-22 03:06:15,3.3,60,15.567351818084717,1048.132766008377,1.12,1,0
14,'2025-01-22 03:06:15,'2025-01-22 03:07:36,3.26,60,15.68304181098938,1128.7921686172485,1.1,1,0
15,'2025-01-22 03:07:36,'2025-01-22 03:08:56,3.29,60,15.647953987121582,1209.4579966068268,1.11,1,0
16,'2025-01-22 03:08:56,'2025-01-22 03:10:17,3.27,60,15.61122465133667,1290.0973992347717,1.11,1,0
17,'2025-01-22 03:10:17,'2025-01-22 03:11:38,3.28,60,15.660413026809692,1370.7711963653564,1.1,1,0
18,'2025-01-22 03:11:38,'2025-01-22 03:12:58,3.27,60,15.70053505897522,1451.4502968788147,1.11,1,0
19,'2025-01-22 03:12:58,'2025-01-22 03:14:19,3.3,60,15.593724012374878,1532.0597639083862,1.11,1,0
20,'2025-01-22 03:14:19,'2025-01-22 03:15:40,3.28,60,15.678296089172363,1612.7162148952484,1.1,1,0
1,'2025-01-22 03:15:40,'2025-01-22 03:17:00,3.34,60,15.59181809425354,80.04297089576721,1.11,0,0
2,'2025-01-22 03:17:00,'2025-01-22 03:18:21,3.26,60,15.669450759887695,160.64013981819153,1.11,0,0
3,'2025-01-22 03:18:21,'2025-01-22 03:19:41,3.29,60,15.681302785873413,241.28741717338562,1.11,0,0
4,'2025-01-22 03:19:41,'2025-01-22 03:21:02,3.35,60,15.716047763824463,322.033077955246,1.11,0,0
5,'2025-01-22 03:21:02,'2025-01-22 03:22:23,3.37,60,15.671200037002563,402.7490396499634,1.11,0,0
6,'2025-01-22 03:22:23,'2025-01-22 03:23:43,3.28,60,15.648685693740845,483.35427069664,1.11,0,0
7,'2025-01-22 03:23:43,'2025-01-22 03:25:04,3.25,60,15.66539716720581,563.9594962596893,1.11,0,0
8,'2025-01-22 03:25:04,'2025-01-22 03:26:25,3.29,60,15.673613548278809,644.6025426387787,1.11,0,0
9,'2025-01-22 03:26:25,'2025-01-22 03:27:45,3.28,60,15.659558296203613,725.2250270843506,1.11,0,0
10,'2025-01-22 03:27:45,'2025-01-22 03:29:06,3.29,60,15.691084384918213,805.8872575759888,1.11,0,0
11,'2025-01-22 03:29:06,'2025-01-22 03:30:27,3.31,60,15.583061933517456,886.4591262340546,1.11,0,0
12,'2025-01-22 03:30:27,'2025-01-22 03:31:47,3.3,60,15.687372207641602,967.2140009403229,1.11,0,0
13,'2025-01-22 03:31:47,'2025-01-22 03:33:08,3.32,60,15.608664751052856,1047.8384416103363,1.11,0,0
14,'2025-01-22 03:33:08,'2025-01-22 03:34:29,3.29,60,15.647583246231079,1128.4652028083801,1.11,0,0
15,'2025-01-22 03:34:29,'2025-01-22 03:35:49,3.26,60,15.622979164123535,1209.0272088050842,1.11,0,0
16,'2025-01-22 03:35:49,'2025-01-22 03:37:10,3.28,60,15.540701389312744,1289.542447566986,1.11,0,0
17,'2025-01-22 03:37:10,'2025-01-22 03:38:30,3.3,60,15.660543203353882,1370.1890993118286,1.11,0,0
18,'2025-01-22 03:38:30,'2025-01-22 03:39:51,3.28,60,15.658456325531006,1450.817744731903,1.11,0,0
19,'2025-01-22 03:39:51,'2025-01-22 03:41:12,3.3,60,15.632600545883179,1531.4352626800537,1.11,0,0
20,'2025-01-22 03:41:12,'2025-01-22 03:42:32,3.29,60,15.606171131134033,1612.115020275116,1.11,0,0
1,'2025-01-22 03:42:32,'2025-01-22 03:43:53,3.81,60,15.66075587272644,80.58545660972595,1.11,0,40
2,'2025-01-22 03:43:53,'2025-01-22 03:45:15,3.77,60,15.678312540054321,161.7163016796112,1.11,0,40
3,'2025-01-22 03:45:15,'2025-01-22 03:46:36,3.77,60,15.603753328323364,242.75976705551147,1.11,0,40
4,'2025-01-22 03:46:36,'2025-01-22 03:47:57,3.77,60,15.69858169555664,323.9857795238495,1.11,0,40
5,'2025-01-22 03:47:57,'2025-01-22 03:49:18,3.8,60,15.69058871269226,405.2241656780243,1.11,0,40
6,'2025-01-22 03:49:18,'2025-01-22 03:50:39,3.79,60,15.572087526321411,486.2623152732849,1.11,0,40
7,'2025-01-22 03:50:39,'2025-01-22 03:52:00,3.81,60,15.604859113693237,567.3507809638977,1.11,0,40
8,'2025-01-22 03:52:00,'2025-01-22 03:53:21,3.77,60,15.648797750473022,648.4423336982727,1.11,0,40
9,'2025-01-22 03:53:21,'2025-01-22 03:54:42,3.79,60,15.659996271133423,729.6447138786316,1.1,0,40
10,'2025-01-22 03:54:42,'2025-01-22 03:56:04,3.81,60,15.603147268295288,810.7275640964508,1.11,0,40
11,'2025-01-22 03:56:04,'2025-01-22 03:57:25,3.8,60,15.776746988296509,891.9781081676483,1.11,0,40
12,'2025-01-22 03:57:25,'2025-01-22 03:58:46,3.78,60,15.587533235549927,973.0256063938141,1.11,0,40
13,'2025-01-22 03:58:46,'2025-01-22 04:00:07,3.77,60,15.730255842208862,1054.1984269618988,1.11,0,40
14,'2025-01-22 04:00:07,'2025-01-22 04:01:28,3.78,60,15.614885091781616,1135.2676632404327,1.11,0,40
15,'2025-01-22 04:01:28,'2025-01-22 04:02:49,3.78,60,15.634571552276611,1216.3619973659515,1.11,0,40
16,'2025-01-22 04:02:49,'2025-01-22 04:04:10,3.8,60,15.648916959762573,1297.4920206069946,1.11,0,40
17,'2025-01-22 04:04:10,'2025-01-22 04:05:31,3.81,60,15.580703973770142,1378.5690109729767,1.11,0,40
18,'2025-01-22 04:05:31,'2025-01-22 04:06:53,3.79,60,15.672327756881714,1459.7337613105774,1.11,0,40
19,'2025-01-22 04:06:53,'2025-01-22 04:08:14,3.77,60,15.637547254562378,1540.8306217193604,1.11,0,40
20,'2025-01-22 04:08:14,'2025-01-22 04:09:35,3.79,60,15.653268337249756,1621.9677138328552,1.11,0,40
1,'2025-01-22 04:09:35,'2025-01-22 04:10:56,3.78,60,15.68225646018982,80.57569098472595,1.11,0,20
2,'2025-01-22 04:10:56,'2025-01-22 04:12:17,3.77,60,15.64040470123291,161.67148995399475,1.11,0,20
3,'2025-01-22 04:12:17,'2025-01-22 04:13:38,3.83,60,15.668742656707764,242.8584589958191,1.11,0,20
4,'2025-01-22 04:13:38,'2025-01-22 04:14:59,3.78,60,15.664776086807251,323.99280858039856,1.11,0,20
5,'2025-01-22 04:14:59,'2025-01-22 04:16:21,3.76,60,15.681704044342041,405.1681137084961,1.11,0,20
6,'2025-01-22 04:16:21,'2025-01-22 04:17:42,3.82,60,15.66379451751709,486.34382796287537,1.11,0,20
7,'2025-01-22 04:17:42,'2025-01-22 04:19:03,3.81,60,15.618304252624512,567.4558427333832,1.11,0,20
8,'2025-01-22 04:19:03,'2025-01-22 04:20:24,3.81,60,15.662359476089478,648.7054314613342,1.11,0,20
9,'2025-01-22 04:20:24,'2025-01-22 04:21:45,3.79,60,15.699637174606323,729.8825829029083,1.11,0,20
10,'2025-01-22 04:21:45,'2025-01-22 04:23:06,3.87,60,15.63207459449768,811.0717041492462,1.11,0,20
11,'2025-01-22 04:23:06,'2025-01-22 04:24:28,3.78,60,15.684464454650879,892.2593839168549,1.11,0,20
12,'2025-01-22 04:24:28,'2025-01-22 04:25:49,3.8,60,15.632081031799316,973.3733031749725,1.11,0,20
13,'2025-01-22 04:25:49,'2025-01-22 04:27:10,3.78,60,15.665412425994873,1054.4997909069061,1.11,0,20
14,'2025-01-22 04:27:10,'2025-01-22 04:28:31,3.8,60,15.68760085105896,1135.6793460845947,1.11,0,20
15,'2025-01-22 04:28:31,'2025-01-22 04:29:52,3.8,60,15.647696018218994,1216.8113498687744,1.11,0,20
16,'2025-01-22 04:29:52,'2025-01-22 04:31:13,3.79,60,15.583645582199097,1297.872023820877,1.11,0,20
17,'2025-01-22 04:31:13,'2025-01-22 04:32:34,3.78,60,15.68500566482544,1379.034471988678,1.11,0,20
18,'2025-01-22 04:32:34,'2025-01-22 04:33:55,3.79,60,15.585432291030884,1460.1022410392761,1.11,0,20
19,'2025-01-22 04:33:55,'2025-01-22 04:35:17,3.78,60,15.674488067626953,1541.2409155368805,1.11,0,20
20,'2025-01-22 04:35:17,'2025-01-22 04:36:38,3.78,60,15.654829740524292,1622.3646850585938,1.11,0,20
